3808,2531,1,0,25,7,0
3808,2531,1,0,25,7,14
1794,2617,1,0,25,11,0
1794,2617,1,0,25,11,1
1794,2617,1,0,25,11,10
1794,2617,1,0,25,11,15
5463,247,4,0,35,0,7
5463,247,4,0,35,0,8
5463,247,4,0,35,0,13
5463,247,4,0,35,0,15
4489,593,5,0,18,4,7
4489,593,5,0,18,4,15
3336,2746,4,0,35,17,4
3336,2746,4,0,35,17,10
3336,2746,4,0,35,17,11
890,1407,4,0,18,4,10
890,1407,4,0,18,4,15
4379,372,3,0,25,4,4
4379,372,3,0,25,4,7
4497,2130,4,0,50,0,5
4497,2130,4,0,50,0,7
4497,2130,4,0,50,0,13
2909,458,4,0,25,7,7
2909,458,4,0,25,7,17
4543,3868,4,0,25,2,4
869,2355,5,0,18,20,2
869,2355,5,0,18,20,3
869,2355,5,0,18,20,4
1897,541,4,1,50,2,9
1897,541,4,1,50,2,14
1246,3827,2,0,18,4,0
1246,3827,2,0,18,4,14
1062,3076,4,0,50,19,4
2181,3555,2,0,25,0,0
2181,3555,2,0,25,0,15
1976,1704,5,0,35,5,7
533,2947,4,0,25,12,0
4077,849,4,1,35,2,0
4077,849,4,1,35,2,1
4077,849,4,1,35,2,14
4077,849,4,1,35,2,15
1945,457,2,0,25,20,0
1945,457,2,0,25,20,15
3678,1199,2,0,25,0,14
1418,1334,3,0,18,4,10
1418,1334,3,0,18,4,14
3986,3298,3,0,25,7,7
1579,538,3,0,25,0,7
987,2858,4,1,35,17,4
987,2858,4,1,35,17,7
2521,329,2,0,35,17,0
2521,329,2,0,35,17,1
2521,329,2,0,35,17,14
1356,2421,3,1,18,4,0
1356,2421,3,1,18,4,1
1356,2421,3,1,18,4,7
1203,1801,3,1,25,1,0
1203,1801,3,1,25,1,7
1203,1801,3,1,25,1,13
319,1777,2,1,50,6,4
319,1777,2,1,50,6,13
5074,2710,4,0,1,0,10
2496,2947,5,0,50,1,0
5948,948,5,0,56,13,7
2016,1200,4,1,56,2,0
2016,1200,4,1,56,2,14
2016,1200,4,1,56,2,15
2016,1200,4,1,56,2,16
123,2202,3,0,35,9,7
123,2202,3,0,35,9,15
123,2202,3,0,35,9,16
1899,1289,1,1,45,6,6
1899,1289,1,1,45,6,16
1701,1085,4,1,25,4,1
1701,1085,4,1,25,4,7
1780,3784,3,0,35,1,4
2995,435,3,0,25,15,4
2995,435,3,0,25,15,14
1199,161,3,0,50,13,7
1199,161,3,0,50,13,15
1199,161,3,0,50,13,16
3032,2322,5,0,25,0,0
3032,2322,5,0,25,0,1
3032,2322,5,0,25,0,14
3032,2322,5,0,25,0,15
3032,2322,5,0,25,0,16
1303,891,4,0,25,19,10
1303,891,4,0,25,19,15
173,2355,4,0,25,0,2
173,2355,4,0,25,0,3
173,2355,4,0,25,0,4
5722,1982,5,0,25,20,10
1880,3114,5,0,35,0,2
1880,3114,5,0,35,0,3
1880,3114,5,0,35,0,4
409,318,5,0,18,12,7
4130,648,4,0,35,6,0
4130,648,4,0,35,6,1
4130,648,4,0,35,6,12
3024,3301,4,0,35,17,4
3024,3301,4,0,35,17,5
4050,529,3,0,35,6,7
4789,3699,4,0,35,2,1
4789,3699,4,0,35,2,7
4789,3699,4,0,35,2,13
4789,3699,4,0,35,2,14
1345,3175,4,1,25,2,1
1345,3175,4,1,25,2,4
1345,3175,4,1,25,2,14
4422,748,3,0,25,5,0
4422,748,3,0,25,5,14
4422,748,3,0,25,5,15
2777,2420,5,0,18,4,7
398,1060,5,0,25,17,4
398,1060,5,0,25,17,7
4161,3770,3,0,45,0,1
4161,3770,3,0,45,0,5
4161,3770,3,0,45,0,14
4161,3770,3,0,45,0,15
2873,551,2,1,18,4,3
2873,551,2,1,18,4,4
2873,551,2,1,18,4,11
2257,597,4,1,18,4,4
2257,597,4,1,18,4,13
2320,719,4,1,50,1,4
4345,34,4,1,25,14,3
4345,34,4,1,25,14,4
4345,34,4,1,25,14,7
1440,1955,1,0,35,12,7
4854,914,4,1,50,13,11
4854,914,4,1,50,13,13
749,3928,3,0,35,18,4
749,3928,3,0,35,18,10
5622,2208,4,0,35,15,4
5622,2208,4,0,35,15,12
5622,2208,4,0,35,15,13
5622,2208,4,0,35,15,15
4780,1248,4,0,25,12,5
4780,1248,4,0,25,12,9
4780,1248,4,0,25,12,15
5916,1260,4,0,50,20,5
5916,1260,4,0,50,20,9
5916,1260,4,0,50,20,15
402,2405,3,0,25,11,0
402,2405,3,0,25,11,1
402,2405,3,0,25,11,4
402,2405,3,0,25,11,13
528,3916,5,1,18,17,7
4795,593,4,0,45,16,7
4795,593,4,0,45,16,15
4705,62,4,1,18,0,7
1114,597,5,1,18,9,4
1114,597,5,1,18,9,13
3963,3451,4,0,50,20,4
3963,3451,4,0,50,20,7
4083,3341,4,0,56,14,4
26,1711,2,0,25,7,4
26,1711,2,0,25,7,5
26,1711,2,0,25,7,7
26,1711,2,0,25,7,12
1837,748,3,0,25,2,0
1837,748,3,0,25,2,14
1837,748,3,0,25,2,15
2181,2528,2,0,25,0,0
2181,2528,2,0,25,0,1
2181,2528,2,0,25,0,14
2743,1043,3,0,25,14,7
2743,1043,3,0,25,14,13
2174,800,3,0,50,12,7
2174,800,3,0,50,12,12
1937,11,4,0,25,11,4
1937,11,4,0,25,11,7
1937,11,4,0,25,11,13
4680,3526,4,0,35,0,4
4680,3526,4,0,35,0,7
1749,2859,3,0,25,2,6
5599,10,4,0,35,7,0
5599,10,4,0,35,7,1
5599,10,4,0,35,7,15
3650,2394,4,0,25,0,2
3650,2394,4,0,25,0,11
5046,521,4,0,25,16,5
5046,521,4,0,25,16,15
5605,87,1,1,18,2,3
5605,87,1,1,18,2,4
1635,3789,5,0,25,0,7
4478,537,2,0,1,12,4
4478,537,2,0,1,12,7
3127,2396,5,1,25,0,4
3127,2396,5,1,25,0,13
4161,716,2,0,45,0,5
5558,1073,1,0,1,10,1
5558,1073,1,0,1,10,3
5558,1073,1,0,1,10,4
5558,1073,1,0,1,10,8
3729,3639,5,0,18,4,0
1676,1265,5,0,18,4,4
1676,1265,5,0,18,4,13
2777,3841,3,0,18,4,0
2777,3841,3,0,18,4,4
5759,908,4,1,25,1,7
5759,908,4,1,25,1,15
3292,3039,4,1,50,6,4
551,1077,4,0,35,20,4
551,1077,4,0,35,20,14
5568,2616,4,0,18,4,0
5568,2616,4,0,18,4,5
3562,21,1,1,25,6,0
3562,21,1,1,25,6,4
3562,21,1,1,25,6,7
4171,2145,4,0,56,16,4
4171,2145,4,0,56,16,7
4171,2145,4,0,56,16,13
1160,1447,3,0,18,14,5
173,3701,2,0,25,0,5
173,3701,2,0,25,0,7
173,3701,2,0,25,0,14
5886,342,4,0,25,20,4
5886,342,4,0,25,20,13
1908,1810,4,0,56,13,7
1059,2791,4,1,25,0,4
518,903,5,1,35,12,12
518,903,5,1,35,12,15
1173,1431,2,1,25,7,0
1173,1431,2,1,25,7,4
5077,101,5,0,25,2,4
4220,1732,4,0,35,0,4
4220,1732,4,0,35,0,5
4220,1732,4,0,35,0,12
4220,1732,4,0,35,0,15
4156,303,3,0,56,20,0
4156,303,3,0,56,20,1
4156,303,3,0,56,20,17
4268,1625,3,1,45,20,12
4268,1625,3,1,45,20,15
3941,196,4,0,45,17,10
3941,196,4,0,45,17,14
5463,2664,4,0,35,0,10
5463,2664,4,0,35,0,14
4354,3361,2,0,35,14,4
2995,1126,4,0,25,15,4
2995,1126,4,0,25,15,8
3032,2571,4,0,25,0,0
3032,2571,4,0,25,0,14
3032,2571,4,0,25,0,15
4510,2377,1,0,45,7,10
4510,2377,1,0,45,7,14
3940,1176,4,0,35,20,7
2887,1291,4,0,25,3,0
2887,1291,4,0,25,3,1
984,2641,3,0,50,16,0
984,2641,3,0,50,16,1
984,2641,3,0,50,16,14
3887,1042,3,0,18,4,4
543,2411,4,0,25,5,0
543,2411,4,0,25,5,7
2764,956,5,0,25,7,7
2764,956,5,0,25,7,13
2818,2683,2,0,25,12,4
3024,164,2,0,35,17,5
3024,164,2,0,35,17,9
3024,164,2,0,35,17,12
3024,164,2,0,35,17,15
1137,944,5,0,18,4,7
1943,1432,4,0,18,4,0
1599,3386,4,0,25,0,7
1599,3386,4,0,25,0,12
4543,919,5,0,25,2,1
4543,919,5,0,25,2,3
4543,919,5,0,25,2,7
4543,919,5,0,25,2,11
5583,2070,5,0,56,15,7
1861,3513,3,0,50,16,7
1861,3513,3,0,50,16,15
1722,2367,2,0,35,0,0
1722,2367,2,0,35,0,1
1722,2367,2,0,35,0,10
3837,2109,4,0,25,17,4
5795,2565,4,0,25,1,11
1242,2357,4,1,35,0,7
5614,994,2,0,25,0,7
5026,3004,2,0,25,17,4
5026,3004,2,0,25,17,13
3643,1711,3,0,25,17,4
3643,1711,3,0,25,17,5
3643,1711,3,0,25,17,7
3643,1711,3,0,25,17,12
678,2422,3,0,25,0,0
678,2422,3,0,25,0,1
678,2422,3,0,25,0,7
5654,3784,3,0,25,4,4
3044,585,2,0,35,16,4
3669,2144,5,0,25,14,4
4543,2323,4,0,25,2,6
1737,2145,3,0,35,20,4
1737,2145,3,0,35,20,7
1737,2145,3,0,35,20,13
2077,2266,2,0,18,0,4
2077,2266,2,0,18,0,13
1119,3489,3,0,35,1,1
1119,3489,3,0,35,1,8
4169,3347,3,0,50,0,7
3224,2428,4,1,25,14,10
3224,2428,4,1,25,14,14
1926,3330,4,1,1,0,7
3206,2008,3,0,18,20,5
3206,2008,3,0,18,20,7
3206,2008,3,0,18,20,9
1980,969,5,0,35,7,0
1980,969,5,0,35,7,1
1980,969,5,0,35,7,13
1980,969,5,0,35,7,16
5390,145,4,0,1,0,0
1059,3418,3,1,25,0,0
1059,3418,3,1,25,0,7
4762,111,4,1,25,14,7
4762,111,4,1,25,14,15
4796,1375,3,0,35,7,0
4796,1375,3,0,35,7,1
4796,1375,3,0,35,7,14
4507,2654,5,0,18,4,10
883,2160,4,1,35,14,10
883,2160,4,1,35,14,15
566,3635,2,0,25,17,0
261,17,5,0,25,20,7
261,17,5,0,25,20,13
3257,3408,3,0,25,14,7
543,3802,3,0,25,5,0
543,3802,3,0,25,5,14
877,466,4,0,25,0,0
877,466,4,0,25,0,4
877,466,4,0,25,0,16
117,293,3,0,25,17,5
117,293,3,0,25,17,7
117,293,3,0,25,17,13
117,293,3,0,25,17,15
1552,1356,4,0,45,20,0
1552,1356,4,0,45,20,1
1552,1356,4,0,45,20,14
802,3770,3,0,25,16,1
802,3770,3,0,25,16,5
802,3770,3,0,25,16,14
802,3770,3,0,25,16,15
1125,1042,2,1,18,4,4
6002,1358,3,0,50,0,7
6002,1358,3,0,50,0,15
5570,1,5,0,25,1,2
5570,1,5,0,25,1,3
5570,1,5,0,25,1,4
2611,2918,5,0,25,3,4
5323,3307,5,0,25,20,4
5323,3307,5,0,25,20,7
5323,3307,5,0,25,20,13
2592,909,3,0,50,7,4
2592,909,3,0,50,7,7
2889,1238,4,0,35,3,4
5107,1306,4,1,45,0,7
5107,1306,4,1,45,0,14
5744,1633,4,1,25,4,7
3618,1465,3,0,56,17,7
3942,1339,3,0,18,4,10
3942,1339,3,0,18,4,13
5046,2165,3,0,25,16,7
1434,2004,3,1,1,10,4
1434,2004,3,1,1,10,10
3675,1221,5,0,35,7,0
3675,1221,5,0,35,7,5
3675,1221,5,0,35,7,7
2481,3061,4,0,35,14,4
2481,3061,4,0,35,14,11
2995,1339,3,0,25,15,10
2995,1339,3,0,25,15,13
2255,1992,1,1,35,6,10
3410,3708,2,0,35,1,10
3410,3708,2,0,35,1,15
3265,1100,1,0,25,15,0
3265,1100,1,0,25,15,13
